id,verse_id,author,text,source
23561,6518,"Armor & Light (Revised)","False teachers are like dreamers who deeply harm their own souls and the souls of others. They are often restless and rebellious, forgetting that authority is established by God. The story of the dispute over Moses' body suggests that Satan wanted to lead Israel into idolatry by revealing his burial place, but he was stopped. This reminds us to avoid insults during disagreements and to defend those who belong to God. Often, the enemies of faith live in contradiction even to basic moral principles, behaving more like animals than the wise people they claim to be. Their faults lie in their choices and desires, not just their understanding. It is a tragedy when people who claim to follow God actually oppose Him in their hearts and lives. God will address this in His own timing, without harming the sincere along with the hypocrites. It is sad when someone starts their journey in the Spirit but ends it in the flesh. They are described as 'twice dead'—once in their natural state and now again through their hypocrisy. Like dead trees that provide no fruit, they are destined for judgment. Just as waves are a terror to sailors until they reach port, false teachers bring chaos but will eventually face punishment. They may shine briefly like falling stars, but they will end in darkness. The prophecy of Enoch confirms that Christ’s coming to judge was predicted since ancient times. This will be a glorious event. Notice how often the word 'ungodly' is used; while some might mock the term today, it is essential in the language of the Holy Spirit. Every harsh word against others will be accounted for on judgment day. These restless people are never satisfied with their lives, making their own desires their only law. Those who chase sinful appetites are most prone to uncontrolled anger. From the beginning, God's people have warned of the consequences of such a path. Let us avoid those who follow it and only follow others as they follow Christ.","Scholarly Modern Commentary"
23562,6519,"Armor & Light (Revised)","False teachers are like dreamers who deeply harm their own souls and the souls of others. They are often restless and rebellious, forgetting that authority is established by God. The story of the dispute over Moses' body suggests that Satan wanted to lead Israel into idolatry by revealing his burial place, but he was stopped. This reminds us to avoid insults during disagreements and to defend those who belong to God. Often, the enemies of faith live in contradiction even to basic moral principles, behaving more like animals than the wise people they claim to be. Their faults lie in their choices and desires, not just their understanding. It is a tragedy when people who claim to follow God actually oppose Him in their hearts and lives. God will address this in His own timing, without harming the sincere along with the hypocrites. It is sad when someone starts their journey in the Spirit but ends it in the flesh. They are described as 'twice dead'—once in their natural state and now again through their hypocrisy. Like dead trees that provide no fruit, they are destined for judgment. Just as waves are a terror to sailors until they reach port, false teachers bring chaos but will eventually face punishment. They may shine briefly like falling stars, but they will end in darkness. The prophecy of Enoch confirms that Christ’s coming to judge was predicted since ancient times. This will be a glorious event. Notice how often the word 'ungodly' is used; while some might mock the term today, it is essential in the language of the Holy Spirit. Every harsh word against others will be accounted for on judgment day. These restless people are never satisfied with their lives, making their own desires their only law. Those who chase sinful appetites are most prone to uncontrolled anger. From the beginning, God's people have warned of the consequences of such a path. Let us avoid those who follow it and only follow others as they follow Christ.","Scholarly Modern Commentary"
23563,6520,"Armor & Light (Revised)","False teachers are like dreamers who deeply harm their own souls and the souls of others. They are often restless and rebellious, forgetting that authority is established by God. The story of the dispute over Moses' body suggests that Satan wanted to lead Israel into idolatry by revealing his burial place, but he was stopped. This reminds us to avoid insults during disagreements and to defend those who belong to God. Often, the enemies of faith live in contradiction even to basic moral principles, behaving more like animals than the wise people they claim to be. Their faults lie in their choices and desires, not just their understanding. It is a tragedy when people who claim to follow God actually oppose Him in their hearts and lives. God will address this in His own timing, without harming the sincere along with the hypocrites. It is sad when someone starts their journey in the Spirit but ends it in the flesh. They are described as 'twice dead'—once in their natural state and now again through their hypocrisy. Like dead trees that provide no fruit, they are destined for judgment. Just as waves are a terror to sailors until they reach port, false teachers bring chaos but will eventually face punishment. They may shine briefly like falling stars, but they will end in darkness. The prophecy of Enoch confirms that Christ’s coming to judge was predicted since ancient times. This will be a glorious event. Notice how often the word 'ungodly' is used; while some might mock the term today, it is essential in the language of the Holy Spirit. Every harsh word against others will be accounted for on judgment day. These restless people are never satisfied with their lives, making their own desires their only law. Those who chase sinful appetites are most prone to uncontrolled anger. From the beginning, God's people have warned of the consequences of such a path. Let us avoid those who follow it and only follow others as they follow Christ.","Scholarly Modern Commentary"
23564,6521,"Armor & Light (Revised)","False teachers are like dreamers who deeply harm their own souls and the souls of others. They are often restless and rebellious, forgetting that authority is established by God. The story of the dispute over Moses' body suggests that Satan wanted to lead Israel into idolatry by revealing his burial place, but he was stopped. This reminds us to avoid insults during disagreements and to defend those who belong to God. Often, the enemies of faith live in contradiction even to basic moral principles, behaving more like animals than the wise people they claim to be. Their faults lie in their choices and desires, not just their understanding. It is a tragedy when people who claim to follow God actually oppose Him in their hearts and lives. God will address this in His own timing, without harming the sincere along with the hypocrites. It is sad when someone starts their journey in the Spirit but ends it in the flesh. They are described as 'twice dead'—once in their natural state and now again through their hypocrisy. Like dead trees that provide no fruit, they are destined for judgment. Just as waves are a terror to sailors until they reach port, false teachers bring chaos but will eventually face punishment. They may shine briefly like falling stars, but they will end in darkness. The prophecy of Enoch confirms that Christ’s coming to judge was predicted since ancient times. This will be a glorious event. Notice how often the word 'ungodly' is used; while some might mock the term today, it is essential in the language of the Holy Spirit. Every harsh word against others will be accounted for on judgment day. These restless people are never satisfied with their lives, making their own desires their only law. Those who chase sinful appetites are most prone to uncontrolled anger. From the beginning, God's people have warned of the consequences of such a path. Let us avoid those who follow it and only follow others as they follow Christ.","Scholarly Modern Commentary"
23565,6522,"Armor & Light (Revised)","False teachers are like dreamers who deeply harm their own souls and the souls of others. They are often restless and rebellious, forgetting that authority is established by God. The story of the dispute over Moses' body suggests that Satan wanted to lead Israel into idolatry by revealing his burial place, but he was stopped. This reminds us to avoid insults during disagreements and to defend those who belong to God. Often, the enemies of faith live in contradiction even to basic moral principles, behaving more like animals than the wise people they claim to be. Their faults lie in their choices and desires, not just their understanding. It is a tragedy when people who claim to follow God actually oppose Him in their hearts and lives. God will address this in His own timing, without harming the sincere along with the hypocrites. It is sad when someone starts their journey in the Spirit but ends it in the flesh. They are described as 'twice dead'—once in their natural state and now again through their hypocrisy. Like dead trees that provide no fruit, they are destined for judgment. Just as waves are a terror to sailors until they reach port, false teachers bring chaos but will eventually face punishment. They may shine briefly like falling stars, but they will end in darkness. The prophecy of Enoch confirms that Christ’s coming to judge was predicted since ancient times. This will be a glorious event. Notice how often the word 'ungodly' is used; while some might mock the term today, it is essential in the language of the Holy Spirit. Every harsh word against others will be accounted for on judgment day. These restless people are never satisfied with their lives, making their own desires their only law. Those who chase sinful appetites are most prone to uncontrolled anger. From the beginning, God's people have warned of the consequences of such a path. Let us avoid those who follow it and only follow others as they follow Christ.","Scholarly Modern Commentary"
23566,6523,"Armor & Light (Revised)","False teachers are like dreamers who deeply harm their own souls and the souls of others. They are often restless and rebellious, forgetting that authority is established by God. The story of the dispute over Moses' body suggests that Satan wanted to lead Israel into idolatry by revealing his burial place, but he was stopped. This reminds us to avoid insults during disagreements and to defend those who belong to God. Often, the enemies of faith live in contradiction even to basic moral principles, behaving more like animals than the wise people they claim to be. Their faults lie in their choices and desires, not just their understanding. It is a tragedy when people who claim to follow God actually oppose Him in their hearts and lives. God will address this in His own timing, without harming the sincere along with the hypocrites. It is sad when someone starts their journey in the Spirit but ends it in the flesh. They are described as 'twice dead'—once in their natural state and now again through their hypocrisy. Like dead trees that provide no fruit, they are destined for judgment. Just as waves are a terror to sailors until they reach port, false teachers bring chaos but will eventually face punishment. They may shine briefly like falling stars, but they will end in darkness. The prophecy of Enoch confirms that Christ’s coming to judge was predicted since ancient times. This will be a glorious event. Notice how often the word 'ungodly' is used; while some might mock the term today, it is essential in the language of the Holy Spirit. Every harsh word against others will be accounted for on judgment day. These restless people are never satisfied with their lives, making their own desires their only law. Those who chase sinful appetites are most prone to uncontrolled anger. From the beginning, God's people have warned of the consequences of such a path. Let us avoid those who follow it and only follow others as they follow Christ.","Scholarly Modern Commentary"
23567,6524,"Armor & Light (Revised)","False teachers are like dreamers who deeply harm their own souls and the souls of others. They are often restless and rebellious, forgetting that authority is established by God. The story of the dispute over Moses' body suggests that Satan wanted to lead Israel into idolatry by revealing his burial place, but he was stopped. This reminds us to avoid insults during disagreements and to defend those who belong to God. Often, the enemies of faith live in contradiction even to basic moral principles, behaving more like animals than the wise people they claim to be. Their faults lie in their choices and desires, not just their understanding. It is a tragedy when people who claim to follow God actually oppose Him in their hearts and lives. God will address this in His own timing, without harming the sincere along with the hypocrites. It is sad when someone starts their journey in the Spirit but ends it in the flesh. They are described as 'twice dead'—once in their natural state and now again through their hypocrisy. Like dead trees that provide no fruit, they are destined for judgment. Just as waves are a terror to sailors until they reach port, false teachers bring chaos but will eventually face punishment. They may shine briefly like falling stars, but they will end in darkness. The prophecy of Enoch confirms that Christ’s coming to judge was predicted since ancient times. This will be a glorious event. Notice how often the word 'ungodly' is used; while some might mock the term today, it is essential in the language of the Holy Spirit. Every harsh word against others will be accounted for on judgment day. These restless people are never satisfied with their lives, making their own desires their only law. Those who chase sinful appetites are most prone to uncontrolled anger. From the beginning, God's people have warned of the consequences of such a path. Let us avoid those who follow it and only follow others as they follow Christ.","Scholarly Modern Commentary"
23568,6525,"Armor & Light (Revised)","False teachers are like dreamers who deeply harm their own souls and the souls of others. They are often restless and rebellious, forgetting that authority is established by God. The story of the dispute over Moses' body suggests that Satan wanted to lead Israel into idolatry by revealing his burial place, but he was stopped. This reminds us to avoid insults during disagreements and to defend those who belong to God. Often, the enemies of faith live in contradiction even to basic moral principles, behaving more like animals than the wise people they claim to be. Their faults lie in their choices and desires, not just their understanding. It is a tragedy when people who claim to follow God actually oppose Him in their hearts and lives. God will address this in His own timing, without harming the sincere along with the hypocrites. It is sad when someone starts their journey in the Spirit but ends it in the flesh. They are described as 'twice dead'—once in their natural state and now again through their hypocrisy. Like dead trees that provide no fruit, they are destined for judgment. Just as waves are a terror to sailors until they reach port, false teachers bring chaos but will eventually face punishment. They may shine briefly like falling stars, but they will end in darkness. The prophecy of Enoch confirms that Christ’s coming to judge was predicted since ancient times. This will be a glorious event. Notice how often the word 'ungodly' is used; while some might mock the term today, it is essential in the language of the Holy Spirit. Every harsh word against others will be accounted for on judgment day. These restless people are never satisfied with their lives, making their own desires their only law. Those who chase sinful appetites are most prone to uncontrolled anger. From the beginning, God's people have warned of the consequences of such a path. Let us avoid those who follow it and only follow others as they follow Christ.","Scholarly Modern Commentary"
23569,6526,"Armor & Light (Revised)","False teachers are like dreamers who deeply harm their own souls and the souls of others. They are often restless and rebellious, forgetting that authority is established by God. The story of the dispute over Moses' body suggests that Satan wanted to lead Israel into idolatry by revealing his burial place, but he was stopped. This reminds us to avoid insults during disagreements and to defend those who belong to God. Often, the enemies of faith live in contradiction even to basic moral principles, behaving more like animals than the wise people they claim to be. Their faults lie in their choices and desires, not just their understanding. It is a tragedy when people who claim to follow God actually oppose Him in their hearts and lives. God will address this in His own timing, without harming the sincere along with the hypocrites. It is sad when someone starts their journey in the Spirit but ends it in the flesh. They are described as 'twice dead'—once in their natural state and now again through their hypocrisy. Like dead trees that provide no fruit, they are destined for judgment. Just as waves are a terror to sailors until they reach port, false teachers bring chaos but will eventually face punishment. They may shine briefly like falling stars, but they will end in darkness. The prophecy of Enoch confirms that Christ’s coming to judge was predicted since ancient times. This will be a glorious event. Notice how often the word 'ungodly' is used; while some might mock the term today, it is essential in the language of the Holy Spirit. Every harsh word against others will be accounted for on judgment day. These restless people are never satisfied with their lives, making their own desires their only law. Those who chase sinful appetites are most prone to uncontrolled anger. From the beginning, God's people have warned of the consequences of such a path. Let us avoid those who follow it and only follow others as they follow Christ.","Scholarly Modern Commentary"
23570,6527,"Armor & Light (Revised)","People driven only by their senses distance themselves from Christ and His church, following sinful paths instead. This is far worse than disagreements over opinions or styles of worship. Those without the Spirit of holiness do not belong to Christ. True faith is holy; it works through love, purifies the heart, and overcomes worldly temptations. Our prayers are most effective when guided by the Holy Spirit, with sincerity and faith. Looking forward to eternal life helps us resist the traps of sin and worldly desires. We must look out for one another, offering correction with both faithfulness and kindness. We should treat the weak with tenderness, while warning the stubborn of the consequences of their actions. In all things, we must hate what is evil and stay far away from anything that leads to sin or darkness.","Scholarly Modern Commentary"
23571,6528,"Armor & Light (Revised)","People driven only by their senses distance themselves from Christ and His church, following sinful paths instead. This is far worse than disagreements over opinions or styles of worship. Those without the Spirit of holiness do not belong to Christ. True faith is holy; it works through love, purifies the heart, and overcomes worldly temptations. Our prayers are most effective when guided by the Holy Spirit, with sincerity and faith. Looking forward to eternal life helps us resist the traps of sin and worldly desires. We must look out for one another, offering correction with both faithfulness and kindness. We should treat the weak with tenderness, while warning the stubborn of the consequences of their actions. In all things, we must hate what is evil and stay far away from anything that leads to sin or darkness.","Scholarly Modern Commentary"
23572,6529,"Armor & Light (Revised)","People driven only by their senses distance themselves from Christ and His church, following sinful paths instead. This is far worse than disagreements over opinions or styles of worship. Those without the Spirit of holiness do not belong to Christ. True faith is holy; it works through love, purifies the heart, and overcomes worldly temptations. Our prayers are most effective when guided by the Holy Spirit, with sincerity and faith. Looking forward to eternal life helps us resist the traps of sin and worldly desires. We must look out for one another, offering correction with both faithfulness and kindness. We should treat the weak with tenderness, while warning the stubborn of the consequences of their actions. In all things, we must hate what is evil and stay far away from anything that leads to sin or darkness.","Scholarly Modern Commentary"
23573,6530,"Armor & Light (Revised)","People driven only by their senses distance themselves from Christ and His church, following sinful paths instead. This is far worse than disagreements over opinions or styles of worship. Those without the Spirit of holiness do not belong to Christ. True faith is holy; it works through love, purifies the heart, and overcomes worldly temptations. Our prayers are most effective when guided by the Holy Spirit, with sincerity and faith. Looking forward to eternal life helps us resist the traps of sin and worldly desires. We must look out for one another, offering correction with both faithfulness and kindness. We should treat the weak with tenderness, while warning the stubborn of the consequences of their actions. In all things, we must hate what is evil and stay far away from anything that leads to sin or darkness.","Scholarly Modern Commentary"
23574,6531,"Armor & Light (Revised)","People driven only by their senses distance themselves from Christ and His church, following sinful paths instead. This is far worse than disagreements over opinions or styles of worship. Those without the Spirit of holiness do not belong to Christ. True faith is holy; it works through love, purifies the heart, and overcomes worldly temptations. Our prayers are most effective when guided by the Holy Spirit, with sincerity and faith. Looking forward to eternal life helps us resist the traps of sin and worldly desires. We must look out for one another, offering correction with both faithfulness and kindness. We should treat the weak with tenderness, while warning the stubborn of the consequences of their actions. In all things, we must hate what is evil and stay far away from anything that leads to sin or darkness.","Scholarly Modern Commentary"
23575,6532,"Armor & Light (Revised)","People driven only by their senses distance themselves from Christ and His church, following sinful paths instead. This is far worse than disagreements over opinions or styles of worship. Those without the Spirit of holiness do not belong to Christ. True faith is holy; it works through love, purifies the heart, and overcomes worldly temptations. Our prayers are most effective when guided by the Holy Spirit, with sincerity and faith. Looking forward to eternal life helps us resist the traps of sin and worldly desires. We must look out for one another, offering correction with both faithfulness and kindness. We should treat the weak with tenderness, while warning the stubborn of the consequences of their actions. In all things, we must hate what is evil and stay far away from anything that leads to sin or darkness.","Scholarly Modern Commentary"
23576,6533,"Armor & Light (Revised)","People driven only by their senses distance themselves from Christ and His church, following sinful paths instead. This is far worse than disagreements over opinions or styles of worship. Those without the Spirit of holiness do not belong to Christ. True faith is holy; it works through love, purifies the heart, and overcomes worldly temptations. Our prayers are most effective when guided by the Holy Spirit, with sincerity and faith. Looking forward to eternal life helps us resist the traps of sin and worldly desires. We must look out for one another, offering correction with both faithfulness and kindness. We should treat the weak with tenderness, while warning the stubborn of the consequences of their actions. In all things, we must hate what is evil and stay far away from anything that leads to sin or darkness.","Scholarly Modern Commentary"
23577,6534,"Armor & Light (Revised)","God is both able and willing to keep us from falling and to present us as blameless in His glorious presence. This isn't because we were never at fault, but because of God's mercy and the Savior's sacrifice. All true believers are safe in His hands; He has not lost a single one. Although our mistakes currently bring us fear and sorrow, the Redeemer has promised to present His people as faultless. Where there is no sin, there will be no sorrow, and where there is perfect holiness, there will be perfect joy. Let us look to Him who sustains and grows the work He has started in us. In that day, our hearts will know a joy that this world cannot offer, and God will rejoice over us. To Him who designed this perfect plan and will bring it to completion be all glory, majesty, and power, now and forever. Amen.","Scholarly Modern Commentary"
23578,6535,"Armor & Light (Revised)","God is both able and willing to keep us from falling and to present us as blameless in His glorious presence. This isn't because we were never at fault, but because of God's mercy and the Savior's sacrifice. All true believers are safe in His hands; He has not lost a single one. Although our mistakes currently bring us fear and sorrow, the Redeemer has promised to present His people as faultless. Where there is no sin, there will be no sorrow, and where there is perfect holiness, there will be perfect joy. Let us look to Him who sustains and grows the work He has started in us. In that day, our hearts will know a joy that this world cannot offer, and God will rejoice over us. To Him who designed this perfect plan and will bring it to completion be all glory, majesty, and power, now and forever. Amen.","Scholarly Modern Commentary"
66000,31104,"Haydock (Revised)","Year 3283 of the world; 721 BC.","Scholarly Modern Commentary"
66001,31120,"Haydock (Revised)","Year 3287 of the world.","Scholarly Modern Commentary"
66002,31123,"Haydock (Revised)","Year 3294 of the world.","Scholarly Modern Commentary"
66003,31103,"Haydock (Revised)","The name Tobias means 'Good God.' In the ancient Latin version and according to St. Ambrose, he is called Tobis, while the Greek and Syriac versions call him Tobit. These versions and the Hebrew text provide genealogies that don't entirely align. The Greek edition describes the book as the 'transactions of Tobit,' son of Tobiel, listing a lineage through Adouel and Galael from the tribe of Naphtali. This lineage identifies him as one taken captive during the reign of the Assyrian king Shalmaneser (Enemessar) from the city of Thisbe in Galilee. Tobit speaks of himself in the first person, saying he walked in truth and justice throughout his life—a common narrative style used by Nehemiah and other prophets. The location mentioned as 'beyond' or 'behind' likely refers to the west, assuming the observer is facing east, placing Sephet to the north.","Scholarly Modern Commentary"
66004,31104,"Haydock (Revised)","This refers to King Shalmaneser. After the defeat of King Hoshea in 3283 (see 4 Kings 17:6), Tobit remained remarkably constant in his faith, even though he was wealthy and lived among a wicked population.","Scholarly Modern Commentary"
66005,31105,"Haydock (Revised)","Referring to his relatives; the Greek version adds that they accompanied him to Nineveh.","Scholarly Modern Commentary"
66006,31106,"Haydock (Revised)","Tobit was relatively young when he began managing his own affairs, as his parents had already passed away. The Greek version emphasizes his youth while still in the land of Israel.","Scholarly Modern Commentary"
